!-------------------------------------------------------------------
! Pressure drop file for Pipe segment 1
!-------------------------------------------------------------------
! The following correlations are supported:
!
! ALIAS     FULL NAME
! -----     ---------
!
! BB73      Beggs and Brill. 1973. "A Study of Two-Phase Flow in Inclined Pipes"
! TABLE     3D interpolation of a pressure drop table
!
!-------------------------------------------------------------------

CORRELATION TABLE 

!qg		qo	qw	dp
!1000m³/d	m³/d	m³/d	kgf/cm²
80	225	2175	20.12232416
80	225	2250	20.42813456
80	300	75	33.07849134
80	300	150	34.44444444
80	300	225	34.54638124
80	300	300	33.93476045
80	300	375	32.5891947
80	300	450	31.14169215
80	300	525	29.39857288
80	300	600	27.75739042
80	300	675	26.36085627
80	300	750	24.17940877
80	300	825	21.65137615
80	300	900	18.56269113
80	300	975	15.98369011
80	300	1050	14.79102956
80	300	1125	15.2293578
80	300	1200	15.62691131
80	300	1275	16.02446483
80	300	1350	16.41182467
80	300	1425	16.79918451
80	300	1500	17.18654434
80	300	1575	17.5637105
80	300	1650	17.95107034
80	300	1725	18.33843017
80	300	1800	18.72579001
80	300	1875	19.11314985
80	300	1950	19.51070336
80	300	2025	19.70438328
80	300	2100	20
80	300	2175	20.3058104
80	300	2250	21.09072375
80	375	75	33.65953109
80	375	150	33.91437309
80	375	225	33.26197757
80	375	300	32.04892966
80	375	375	30.68297655
80	375	450	29.01121305
80	375	525	27.4108053
80	375	600	26.08562691
80	375	675	23.95514781
80	375	750	21.48827727
80	375	825	18.46075433
80	375	900	15.90214067
80	375	975	14.70948012
80	375	1050	15.13761468
80	375	1125	15.5351682
80	375	1200	15.93272171
80	375	1275	16.32008155
80	375	1350	16.70744139
80	375	1425	17.09480122
80	375	1500	17.47196738
80	375	1575	17.85932722
80	375	1650	18.23649337
80	375	1725	18.62385321
80	375	1800	19.01121305
80	375	1875	19.40876656
80	375	1950	19.60244648
80	375	2025	19.90825688
80	375	2100	20.21406728
80	375	2175	20.98878695
80	375	2250	21.32517839
80	450	75	33.27217125
80	450	150	32.59938838
80	450	225	31.51885831
80	450	300	30.24464832
80	450	375	28.62385321
80	450	450	27.08460754
80	450	525	25.83078491
80	450	600	23.75127421
80	450	675	21.34556575
80	450	750	18.37920489
80	450	825	15.85117227
80	450	900	14.63812436
80	450	975	15.06625892
80	450	1050	15.46381244
80	450	1125	15.85117227
80	450	1200	16.23853211
80	450	1275	16.62589195
80	450	1350	17.01325178
80	450	1425	17.39041794
80	450	1500	17.7675841
80	450	1575	18.15494393
80	450	1650	18.53211009
80	450	1725	18.91946993
80	450	1800	19.31702345
80	450	1875	19.53109072
80	450	1950	19.82670744
80	450	2025	20.12232416
80	450	2100	20.89704383
80	450	2175	21.23343527
80	450	2250	21.58002039
80	525	75	31.9775739
80	525	150	31.01936799
80	525	225	29.81651376
80	525	300	28.27726809
80	525	375	26.76860347
80	525	450	25.68807339
80	525	525	23.56778797
80	525	600	21.21304791
80	525	675	18.31804281
80	525	750	15.80020387
80	525	825	14.5667686
80	525	900	14.99490316
80	525	975	15.39245668
80	525	1050	15.77981651
80	525	1125	16.16717635
80	525	1200	16.55453619
80	525	1275	16.93170234
80	525	1350	17.31906218
80	525	1425	17.69622834
80	525	1500	18.0733945
80	525	1575	18.46075433
80	525	1650	18.84811417
80	525	1725	19.22528033
80	525	1800	19.44954128
80	525	1875	19.75535168
80	525	1950	20.0509684
80	525	2025	20.81549439
80	525	2100	21.15188583
80	525	2175	21.48827727
80	525	2250	21.83486239
80	600	75	30.53007136
80	600	150	29.39857288
80	600	225	27.94087666
80	600	300	26.46279307
80	600	375	25.44342508
80	600	450	23.38430173
80	600	525	21.10091743
80	600	600	18.26707441
80	600	675	15.76962283
80	600	750	14.5158002
80	600	825	14.93374108
80	600	900	15.3312946
80	600	975	15.71865443
80	600	1050	16.10601427
80	600	1125	16.48318043
80	600	1200	16.87054027
80	600	1275	17.24770642
80	600	1350	17.62487258
80	600	1425	18.00203874
80	600	1500	18.38939857
80	600	1575	18.76656473
80	600	1650	19.15392457
80	600	1725	19.3883792
80	600	1800	19.68399592
80	600	1875	19.97961264
80	600	1950	20.74413863
80	600	2025	21.08053007
80	600	2100	21.41692151
80	600	2175	21.76350663
80	600	2250	22.11009174
80	675	75	28.99082569
80	675	150	27.6146789
80	675	225	26.16717635
80	675	300	25.20897044
80	675	375	23.22120285
80	675	450	20.99898063
80	675	525	18.22629969
80	675	600	15.74923547
80	675	675	14.4648318
80	675	750	14.872579
80	675	825	15.27013252
80	675	900	15.65749235
80	675	975	16.04485219
80	675	1050	16.42201835
80	675	1125	16.80937819
80	675	1200	17.18654434
80	675	1275	17.5637105
80	675	1350	17.94087666
80	675	1425	18.31804281
80	675	1500	18.69520897
80	675	1575	19.08256881
80	675	1650	19.31702345
80	675	1725	19.62283384
80	675	1800	19.91845056
80	675	1875	20.22426096
80	675	1950	21.00917431
80	675	2025	21.34556575
80	675	2100	21.69215087
80	675	2175	22.03873598
80	675	2250	22.39551478
80	750	75	27.29867482
80	750	150	25.91233435
80	750	225	24.99490316
80	750	300	23.07849134
80	750	375	20.90723751
80	750	450	18.19571865
80	750	525	15.73904179
80	750	600	14.4138634
80	750	675	14.8216106
80	750	750	15.21916412
80	750	825	15.60652396
80	750	900	15.98369011
80	750	975	16.37104995
80	750	1050	16.74821611
80	750	1125	17.12538226
80	750	1200	17.50254842
80	750	1275	17.87971458
80	750	1350	18.25688073
80	750	1425	18.63404689
80	750	1500	19.02140673
80	750	1575	19.25586137
80	750	1650	19.56167176
80	750	1725	19.85728848
80	750	1800	20.16309888
80	750	1875	20.93781855
80	750	1950	21.28440367
80	750	2025	21.63098879
80	750	2100	21.9775739
80	750	2175	22.3343527
80	750	2250	22.71151886
80	825	75	25.63710499
80	825	150	24.79102956
80	825	225	22.93577982
80	825	300	20.82568807
80	825	375	18.21610601
80	825	450	15.73904179
80	825	525	14.37308869
80	825	600	14.76044852
80	825	675	15.16819572
80	825	750	15.55555556
80	825	825	15.93272171
80	825	900	16.30988787
80	825	975	16.68705403
80	825	1050	17.06422018
80	825	1125	17.44138634
80	825	1200	17.8185525
80	825	1275	18.19571865
80	825	1350	18.57288481
80	825	1425	18.95005097
80	825	1500	19.20489297
80	825	1575	19.51070336
80	825	1650	19.80632008
80	825	1725	20.11213048
80	825	1800	20.87665647
80	825	1875	21.22324159
80	825	1950	21.55963303
80	825	2025	21.90621814
80	825	2100	22.26299694
80	825	2175	22.6401631
80	825	2250	21.78389399
80	900	75	24.59734964
80	900	150	22.81345566
80	900	225	20.75433231
80	900	300	18.21610601
80	900	375	15.75942915
80	900	450	14.34250765
80	900	525	14.7196738
80	900	600	15.11722732
80	900	675	15.50458716
80	900	750	15.88175331
80	900	825	16.25891947
80	900	900	16.63608563
80	900	975	17.01325178
80	900	1050	17.39041794
80	900	1125	17.75739042
80	900	1200	18.13455657
80	900	1275	18.51172273
80	900	1350	18.89908257
80	900	1425	19.28644241
80	900	1500	19.44954128
80	900	1575	19.75535168
80	900	1650	20.0509684
80	900	1725	20.82568807
80	900	1800	21.16207951
80	900	1875	21.49847095
80	900	1950	21.84505607
80	900	2025	22.20183486
80	900	2100	22.56880734
80	900	2175	21.73292559
80	900	2250	22.03873598
80	975	75	22.70132518
80	975	150	20.69317023
80	975	225	18.21610601
80	975	300	15.77981651
80	975	375	14.31192661
80	975	450	14.6687054
80	975	525	15.0764526
80	975	600	15.46381244
80	975	675	15.84097859
80	975	750	16.21814475
80	975	825	16.58511723
80	975	900	16.96228338
80	975	975	17.32925586
80	975	1050	17.70642202
80	975	1125	18.08358818
80	975	1200	18.45056065
80	975	1275	18.83792049
80	975	1350	19.22528033
80	975	1425	19.39857288
80	975	1500	19.6941896
80	975	1575	20
80	975	1650	20.76452599
80	975	1725	21.10091743
80	975	1800	21.43730887
80	975	1875	21.78389399
80	975	1950	22.14067278
80	975	2025	22.50764526
80	975	2100	21.68195719
80	975	2175	21.98776758
80	975	2250	22.88481142
80	1050	75	20.65239551
80	1050	150	18.23649337
80	1050	225	16.72782875
80	1050	300	14.29153925
80	1050	375	14.62793068
80	1050	450	15.03567788
80	1050	525	15.42303772
80	1050	600	15.79001019
80	1050	675	16.16717635
80	1050	750	16.54434251
80	1050	825	16.91131498
80	1050	900	17.28848114
80	1050	975	17.65545362
80	1050	1050	18.03261978
80	1050	1125	18.39959225
80	1050	1200	18.77675841
80	1050	1275	19.16411825
80	1050	1350	19.34760449
80	1050	1425	19.65341488
80	1050	1500	19.9490316
80	1050	1575	20.71355759
80	1050	1650	21.04994903
80	1050	1725	21.38634047
80	1050	1800	21.72273191
80	1050	1875	22.0795107
80	1050	1950	22.44648318
80	1050	2025	21.63098879
80	1050	2100	21.93679918
80	1050	2175	22.83384302
80	1050	2250	23.18042813
80	1125	75	18.26707441
80	1125	150	16.72782875
80	1125	225	14.28134557
80	1125	300	14.59734964
80	1125	375	15.00509684
80	1125	450	15.382263
80	1125	525	15.75942915
80	1125	600	16.12640163
80	1125	675	16.49337411
80	1125	750	16.87054027
80	1125	825	17.23751274
80	1125	900	17.60448522
80	1125	975	17.98165138
80	1125	1050	18.34862385
80	1125	1125	18.72579001
80	1125	1200	19.11314985
80	1125	1275	19.30682977
80	1125	1350	19.60244648
80	1125	1425	19.90825688
80	1125	1500	20.66258919
80	1125	1575	20.98878695
80	1125	1650	21.32517839
80	1125	1725	21.67176351
80	1125	1800	22.01834862
80	1125	1875	22.39551478
80	1125	1950	22.22222222
80	1125	2025	21.88583078
80	1125	2100	22.78287462
80	1125	2175	23.13965341
80	1125	2250	23.41488277
80	1200	75	16.73802243
80	1200	150	14.32212029
80	1200	225	14.5667686
80	1200	300	14.9745158
80	1200	375	15.35168196
80	1200	450	15.71865443
80	1200	525	16.08562691
80	1200	600	16.45259939
80	1200	675	16.81957187
80	1200	750	17.19673802
80	1200	825	17.5637105
80	1200	900	17.93068298
80	1200	975	18.29765545
80	1200	1050	18.67482161
80	1200	1125	19.05198777
80	1200	1200	19.25586137
80	1200	1275	19.55147808
80	1200	1350	19.8470948
80	1200	1425	20.14271152
80	1200	1500	20.93781855
80	1200	1575	21.27420999
80	1200	1650	21.62079511
80	1200	1725	21.95718654
80	1200	1800	22.3343527
80	1200	1875	22.1814475
80	1200	1950	21.83486239
80	1200	2025	22.73190622
80	1200	2100	23.0479103
80	1200	2175	23.37410805
80	1200	2250	23.65953109
80	1275	75	14.37308869
80	1275	150	14.54638124
80	1275	225	14.95412844
80	1275	300	15.32110092
80	1275	375	15.68807339
80	1275	450	16.05504587
80	1275	525	16.42201835
80	1275	600	16.77879715
80	1275	675	17.14576962
80	1275	750	17.5127421
80	1275	825	17.87971458
80	1275	900	18.25688073
80	1275	975	18.62385321
80	1275	1050	19.00101937
80	1275	1125	19.21508665
80	1275	1200	19.51070336
80	1275	1275	19.7961264
80	1275	1350	20.09174312
80	1275	1425	20.88685015
80	1275	1500	21.22324159
80	1275	1575	21.55963303
80	1275	1650	21.90621814
80	1275	1725	22.2833843
80	1275	1800	22.1304791
80	1275	1875	21.78389399
80	1275	1950	22.6911315
80	1275	2025	22.9969419
80	1275	2100	23.32313965
80	1275	2175	23.60856269
80	1275	2250	23.89398573
80	1350	75	14.52599388
80	1350	150	14.93374108
80	1350	225	15.29051988
80	1350	300	15.65749235
80	1350	375	16.02446483
80	1350	450	16.38124363
80	1350	525	16.74821611
80	1350	600	17.1049949
80	1350	675	17.47196738
80	1350	750	17.83893986
80	1350	825	18.20591233
80	1350	900	18.58307849
80	1350	975	18.96024465
80	1350	1050	19.16411825
80	1350	1125	19.45973496
80	1350	1200	19.75535168
80	1350	1275	20.0509684
80	1350	1350	20.83588175
80	1350	1425	21.17227319
80	1350	1500	21.50866463
80	1350	1575	21.85524975
80	1350	1650	22.22222222
80	1350	1725	22.61977574
80	1350	1800	21.74311927
80	1350	1875	22.6401631
80	1350	1950	22.95616718
80	1350	2025	23.28236493
80	1350	2100	23.56778797
80	1350	2175	23.84301733
80	1350	2250	24.12844037
80	1425	75	14.91335372
80	1425	150	15.27013252
80	1425	225	15.62691131
80	1425	300	15.99388379
80	1425	375	16.35066259
80	1425	450	16.70744139
80	1425	525	17.07441386
80	1425	600	17.43119266
80	1425	675	17.79816514
80	1425	750	18.16513761
80	1425	825	18.53211009
80	1425	900	18.90927625
80	1425	975	19.12334353
80	1425	1050	19.41896024
80	1425	1125	19.71457696
80	1425	1200	20.01019368
80	1425	1275	20.79510703
80	1425	1350	21.12130479
80	1425	1425	21.45769623
80	1425	1500	21.80428135
80	1425	1575	22.17125382
80	1425	1650	22.55861366
80	1425	1725	21.69215087
80	1425	1800	22.7420999
80	1425	1875	22.90519878
80	1425	1950	23.24159021
80	1425	2025	23.51681957
80	1425	2100	23.80224261
80	1425	2175	24.07747197
80	1425	2250	24.83180428
80	1500	75	15.25993884
80	1500	150	15.61671764
80	1500	225	15.96330275
80	1500	300	16.32008155
80	1500	375	16.67686035
80	1500	450	17.03363914
80	1500	525	17.40061162
80	1500	600	17.75739042
80	1500	675	18.1243629
80	1500	750	18.49133537
80	1500	825	18.86850153
80	1500	900	19.08256881
80	1500	975	19.37818552
80	1500	1050	19.67380224
80	1500	1125	19.96941896
80	1500	1200	20.74413863
80	1500	1275	21.08053007
80	1500	1350	21.40672783
80	1500	1425	21.75331295
80	1500	1500	22.12028542
80	1500	1575	22.50764526
80	1500	1650	22.37512742
80	1500	1725	22.70132518
80	1500	1800	22.86442406
80	1500	1875	23.19062181
80	1500	1950	23.47604485
80	1500	2025	23.76146789
80	1500	2100	24.03669725
80	1500	2175	24.79102956
80	1500	2250	25.11722732
80	1575	75	15.59633028
80	1575	150	15.94291539
80	1575	225	16.29969419
80	1575	300	16.64627931
80	1575	375	17.0030581
80	1575	450	17.3598369
80	1575	525	17.72680938
80	1575	600	18.08358818
80	1575	675	18.45056065
80	1575	750	18.81753313
80	1575	825	19.19469929
80	1575	900	19.33741081
80	1575	975	19.63302752
80	1575	1050	19.92864424
80	1575	1125	20.70336391
80	1575	1200	21.02956167
80	1575	1275	21.36595311
80	1575	1350	21.70234455
80	1575	1425	22.06931702
80	1575	1500	22.44648318
80	1575	1575	22.3343527
80	1575	1650	22.65035678
80	1575	1725	22.81345566
80	1575	1800	23.14984709
80	1575	1875	23.43527013
80	1575	1950	23.71049949
80	1575	2025	23.99592253
80	1575	2100	24.74006116
80	1575	2175	25.06625892
80	1575	2250	25.39245668
80	1650	75	15.93272171
80	1650	150	16.27930683
80	1650	225	16.62589195
80	1650	300	16.98267074
80	1650	375	17.32925586
80	1650	450	17.68603466
80	1650	525	18.04281346
80	1650	600	18.40978593
80	1650	675	18.77675841
80	1650	750	19.15392457
80	1650	825	19.30682977
80	1650	900	19.5922528
80	1650	975	19.88786952
80	1650	1050	20.65239551
80	1650	1125	20.98878695
80	1650	1200	21.31498471
80	1650	1275	21.66156983
80	1650	1350	22.01834862
80	1650	1425	22.39551478
80	1650	1500	22.2833843
80	1650	1575	22.59938838
80	1650	1650	22.77268094
80	1650	1725	23.10907238
80	1650	1800	23.39449541
80	1650	1875	23.66972477
80	1650	1950	23.94495413
80	1650	2025	24.68909276
80	1650	2100	25.01529052
80	1650	2175	25.34148828
80	1650	2250	25.65749235
80	1725	75	16.25891947
80	1725	150	16.60550459
80	1725	225	16.9520897
80	1725	300	17.29867482
80	1725	375	17.65545362
80	1725	450	18.01223242
80	1725	525	18.36901121
80	1725	600	18.73598369
80	1725	675	19.10295617
80	1725	750	19.26605505
80	1725	825	19.55147808
80	1725	900	19.8470948
80	1725	975	20.6116208
80	1725	1050	20.93781855
80	1725	1125	21.27420999
80	1725	1200	21.61060143
80	1725	1275	21.96738022
80	1725	1350	22.34454638
80	1725	1425	22.22222222
80	1725	1500	22.55861366
80	1725	1575	22.72171254
80	1725	1650	23.06829766
80	1725	1725	23.34352701
80	1725	1800	23.62895005
80	1725	1875	23.90417941
80	1725	1950	24.63812436
80	1725	2025	24.96432212
80	1725	2100	25.29051988
80	1725	2175	25.60652396
80	1725	2250	25.93272171
80	1800	75	16.58511723
80	1800	150	16.93170234
80	1800	225	17.27828746
80	1800	300	17.62487258
80	1800	375	17.98165138
80	1800	450	18.33843017
80	1800	525	18.70540265
80	1800	600	19.07237513
80	1800	675	19.23547401
80	1800	750	19.52089704
80	1800	825	19.81651376
80	1800	900	20.09174312
80	1800	975	20.89704383
80	1800	1050	21.22324159
80	1800	1125	21.55963303
80	1800	1200	21.91641182
80	1800	1275	22.29357798
80	1800	1350	22.12028542
80	1800	1425	22.50764526
80	1800	1500	22.68093782
80	1800	1575	22.98674822
80	1800	1650	23.30275229
80	1800	1725	23.58817533
80	1800	1800	23.86340469
80	1800	1875	24.13863405
80	1800	1950	24.91335372
80	1800	2025	25.23955148
80	1800	2100	25.56574924
80	1800	2175	25.88175331
80	1800	2250	26.20795107
80	1875	75	16.91131498
80	1875	150	17.2579001
80	1875	225	17.60448522
80	1875	300	17.95107034
80	1875	375	18.30784913
80	1875	450	18.66462793
80	1875	525	19.03160041
80	1875	600	19.19469929
80	1875	675	19.490316
80	1875	750	19.77573904
80	1875	825	20.0509684
80	1875	900	20.85626911
80	1875	975	21.18246687
80	1875	1050	21.51885831
80	1875	1125	21.8756371
80	1875	1200	22.24260958
80	1875	1275	22.0795107
80	1875	1350	22.46687054
80	1875	1425	22.62996942
80	1875	1500	22.9459735
80	1875	1575	23.26197757
80	1875	1650	23.54740061
80	1875	1725	23.82262997
80	1875	1800	24.09785933
80	1875	1875	24.86238532
80	1875	1950	25.18858308
80	1875	2025	25.51478084
80	1875	2100	25.83078491
80	1875	2175	26.15698267
80	1875	2250	26.47298675
80	1950	75	17.23751274
80	1950	150	17.58409786
80	1950	225	17.9204893
80	1950	300	18.27726809
80	1950	375	18.63404689
80	1950	450	18.99082569
80	1950	525	19.16411825
80	1950	600	19.44954128
80	1950	675	19.73496432
80	1950	750	20.02038736
80	1950	825	20.81549439
80	1950	900	21.14169215
80	1950	975	21.47808359
80	1950	1050	21.82466871
80	1950	1125	22.19164118
80	1950	1200	22.03873598
80	1950	1275	22.41590214
80	1950	1350	22.5891947
80	1950	1425	22.8950051
80	1950	1500	23.22120285
80	1950	1575	23.49643221
80	1950	1650	23.78185525
80	1950	1725	24.05708461
80	1950	1800	24.8216106
80	1950	1875	25.13761468
80	1950	1950	25.46381244
80	1950	2025	25.79001019
80	1950	2100	26.10601427
80	1950	2175	26.42201835
80	1950	2250	26.74821611
80	2025	75	17.5637105
80	2025	150	17.90010194
80	2025	225	18.24668705
80	2025	300	18.60346585
80	2025	375	18.96024465
80	2025	450	19.13353721
80	2025	525	19.41896024
80	2025	600	19.70438328
80	2025	675	19.98980632
80	2025	750	20.77471967
80	2025	825	21.10091743
80	2025	900	21.43730887
80	2025	975	21.78389399
80	2025	1050	22.15086646
80	2025	1125	22.5382263
80	2025	1200	22.37512742
80	2025	1275	22.54841998
80	2025	1350	22.85423038
80	2025	1425	23.18042813
80	2025	1500	23.45565749
80	2025	1575	23.74108053
80	2025	1650	24.01630989
80	2025	1725	24.7706422
80	2025	1800	25.09683996
80	2025	1875	25.41284404
80	2025	1950	25.73904179
80	2025	2025	26.05504587
80	2025	2100	26.38124363
80	2025	2175	26.69724771
80	2025	2250	27.01325178
80	2100	75	17.88990826
80	2100	150	18.22629969
80	2100	225	18.57288481
80	2100	300	18.92966361
80	2100	375	19.11314985
80	2100	450	19.3883792
80	2100	525	19.67380224
80	2100	600	19.95922528
80	2100	675	20.74413863
80	2100	750	21.07033639
80	2100	825	21.39653415
80	2100	900	21.74311927
80	2100	975	22.09989806
80	2100	1050	22.4872579
80	2100	1125	22.3343527
80	2100	1200	22.6401631
80	2100	1275	22.81345566
80	2100	1350	23.13965341
80	2100	1425	23.41488277
80	2100	1500	23.70030581
80	2100	1575	23.97553517
80	2100	1650	24.7196738
80	2100	1725	25.04587156
80	2100	1800	25.37206932
80	2100	1875	25.68807339
80	2100	1950	26.00407747
80	2100	2025	26.33027523
80	2100	2100	26.64627931
80	2100	2175	26.96228338
80	2100	2250	27.27828746
80	2175	75	18.20591233
80	2175	150	18.55249745
80	2175	225	18.90927625
80	2175	300	19.08256881
80	2175	375	19.36799185
80	2175	450	19.6432212
80	2175	525	19.92864424
80	2175	600	20.70336391
80	2175	675	21.02956167
80	2175	750	21.35575943
80	2175	825	21.69215087
80	2175	900	22.04892966
80	2175	975	22.4362895
80	2175	1050	22.29357798
80	2175	1125	22.59938838
80	2175	1200	22.77268094
80	2175	1275	23.0988787
80	2175	1350	23.37410805
80	2175	1425	23.65953109
80	2175	1500	23.93476045
80	2175	1575	24.67889908
80	2175	1650	24.99490316
80	2175	1725	25.32110092
80	2175	1800	25.63710499
80	2175	1875	25.96330275
80	2175	1950	26.27930683
80	2175	2025	26.59531091
80	2175	2100	26.91131498
80	2175	2175	27.23751274
80	2175	2250	27.55351682
80	2250	75	18.53211009
80	2250	150	18.87869521
80	2250	225	19.06218145
80	2250	300	19.33741081
80	2250	375	19.61264016
80	2250	450	19.8980632
80	2250	525	20.67278287
80	2250	600	20.98878695
80	2250	675	21.31498471
80	2250	750	21.65137615
80	2250	825	22.00815494
80	2250	900	22.3853211
80	2250	975	22.24260958
80	2250	1050	22.55861366
80	2250	1125	22.73190622
80	2250	1200	23.05810398
80	2250	1275	23.34352701
80	2250	1350	23.61875637
80	2250	1425	23.89398573
80	2250	1500	24.62793068
80	2250	1575	24.95412844
80	2250	1650	25.27013252
80	2250	1725	25.59633028
80	2250	1800	25.91233435
80	2250	1875	26.22833843
80	2250	1950	26.54434251
80	2250	2025	26.87054027
80	2250	2100	27.18654434
80	2250	2175	27.50254842
80	2250	2250	27.8185525
120	75	75	0.795107034
120	75	150	16.64627931
120	75	225	18.99082569
